Match,Time,Result,Player,Team,Opponent,X ball,Y ball,X player,Y player,Game State,Crossed?,Not from Cross,Indirectly from Cross,Directly from Cross
Match 29,47:0,On Target,Jesus Tato,FC Pune City,FC Goa,3.0,30.0,8.0,30.0,-1,Directly from Cross,0,0,1
Match 29,51:10,On Target,Robin Singh,FC Goa,FC Pune City,3.0,30.0,21.0,22.0,1,Not from Cross,1,0,0
Match 29,53:40,Off Target,Anibal Rodriguez,FC Pune City,FC Goa,5.0,31.0,30.0,49.0,-1,Not from Cross,1,0,0
Match 29,55:52,Off Target,Gouramangi M'rangthem,FC Pune City,FC Goa,6.0,44.0,17.0,44.0,-1,Indirectly from Cross,0,1,0
Match 29,60:25,Off Target,Joffre Gonzalez,FC Goa,FC Pune City,2.0,31.0,9.0,38.0,1,Not from Cross,1,0,0
Match 29,63:25,Off Target,Mohamed Sissoko,FC Pune City,FC Goa,6.0,45.0,29.0,32.0,-1,Not from Cross,1,0,0
Match 29,75:57,On Target,Jonatan Lucca,FC Pune City,FC Goa,7.0,39.0,25.0,64.0,-1,Not from Cross,1,0,0
Match 29,76:8,Off Target,Rahul Bheke,FC Pune City,FC Goa,6.0,40.0,15.0,37.0,-1,Not from Cross,1,0,0
Match 29,78:30,Off Target,Romeo Fernandes,FC Goa,FC Pune City,2.0,27.0,6.0,24.0,1,Not from Cross,1,0,0
Match 29,85:25,On Target,Rafael Luiz,FC Goa,FC Pune City,3.0,28.0,9.0,19.0,1,Not from Cross,1,0,0
Match 29,85:56,Off Target,Rafael Luiz,FC Goa,FC Pune City,2.0,39.0,13.0,32.0,1,Not from Cross,1,0,0
Match 29,93:0,Off Target,Bruno Arias,FC Pune City,FC Goa,5.0,35.0,31.0,38.0,-1,Not from Cross,1,0,0
Match 30,9:58,Off Target,Florent Malouda,Delhi Dynamos FC,Kerala Blasters FC,6.0,37.0,32.0,28.0,0,Not from Cross,1,0,0
Match 30,10:48,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,5.0,39.0,19.0,38.0,0,Not from Cross,1,0,0
Match 30,17:38,Off Target,Didier Kadio,Kerala Blasters FC,Delhi Dynamos FC,3.0,39.0,27.0,34.0,0,Not from Cross,1,0,0
Match 30,30:14,Off Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,6.0,32.0,16.0,24.0,0,Not from Cross,1,0,0
Match 30,31:51,Off Target,Richard Gadze,Delhi Dynamos FC,Kerala Blasters FC,6.0,32.0,19.0,31.0,0,Not from Cross,1,0,0
Match 30,37:55,Off Target,Kervens Belfort,Kerala Blasters FC,Delhi Dynamos FC,2.0,38.0,13.0,45.0,0,Not from Cross,1,0,0
Match 30,42:16,Off Target,Didier Kadio,Kerala Blasters FC,Delhi Dynamos FC,3.0,39.0,15.0,32.0,0,Not from Cross,1,0,0
Match 30,51:42,Off Target,Mohammed Rafi,Kerala Blasters FC,Delhi Dynamos FC,5.0,28.0,18.0,31.0,0,Not from Cross,1,0,0
Match 30,56:30,On Target,Kean Lewis,Delhi Dynamos FC,Kerala Blasters FC,3.0,31.0,13.0,35.0,0,Not from Cross,1,0,0
Match 30,56:30,Goal,Kean Lewis,Delhi Dynamos FC,Kerala Blasters FC,3.0,30.0,15.0,34.0,1,Not from Cross,1,0,0
Match 30,60:53,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,2.0,30.0,5.0,23.0,1,Directly from Cross,0,0,1
Match 30,60:53,Goal,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,2.0,31.0,4.0,23.0,2,Directly from Cross,0,0,1
Match 30,68:41,On Target,Marcelo Pereira,Delhi Dynamos FC,Kerala Blasters FC,3.0,32.0,6.0,21.0,2,Not from Cross,1,0,0
Match 30,68:53,Off Target,Richard Gadze,Delhi Dynamos FC,Kerala Blasters FC,2.0,33.0,11.0,28.0,2,Not from Cross,1,0,0
Match 30,77:4,Off Target,C'glensana Konsham,Delhi Dynamos FC,Kerala Blasters FC,1.0,32.0,10.0,27.0,2,Not from Cross,1,0,0
Match 30,80:59,On Target,Antonio German,Kerala Blasters FC,Delhi Dynamos FC,6.0,37.0,28.0,27.0,-2,Not from Cross,1,0,0
Match 31,7:2,Off Target,Jackichand Singh,Mumbai City FC,NorthEast United FC,5.37,42.83,15.87,32.06,0,Not from Cross,1,0,0
Match 31,14:44,Off Target,Léo Costa,Mumbai City FC,NorthEast United FC,4.88,39.41,9.52,44.79,0,Indirectly from Cross,0,1,0
Match 31,20:25,Off Target,Holicharan Narzary,NorthEast United FC,Mumbai City FC,2.44,38.92,10.74,45.28,0,Not from Cross,1,0,0
Match 31,30:46,On Target,Emiliano Alfaro,NorthEast United FC,Mumbai City FC,2.69,30.35,11.72,32.06,0,Not from Cross,1,0,0
Match 31,31:27,Off Target,Emiliano Alfaro,NorthEast United FC,Mumbai City FC,0.49,27.41,12.21,25.94,0,Not from Cross,1,0,0
Match 31,45:6,On Target,Jackichand Singh,Mumbai City FC,NorthEast United FC,4.64,39.16,13.67,43.81,0,Not from Cross,1,0,0
Match 31,45:6,Goal,Jackichand Singh,Mumbai City FC,NorthEast United FC,4.4,40.63,14.16,44.79,1,Not from Cross,1,0,0
Match 31,45:0,Off Target,Léo Costa,Mumbai City FC,NorthEast United FC,5.62,43.08,28.81,46.26,1,Not from Cross,1,0,0
Match 31,47:55,Off Target,Jackichand Singh,Mumbai City FC,NorthEast United FC,3.42,26.19,11.97,46.75,1,Not from Cross,1,0,0
Match 31,55:55,Off Target,Jackichand Singh,Mumbai City FC,NorthEast United FC,2.2,39.41,12.45,35.98,1,Not from Cross,1,0,0
Match 31,57:40,Off Target,Krisztián Vadócz,Mumbai City FC,NorthEast United FC,2.93,26.19,10.74,27.66,1,Directly from Cross,0,0,1
Match 31,72:33,Off Target,Léo Costa,Mumbai City FC,NorthEast United FC,2.69,39.16,25.64,35.73,1,Not from Cross,1,0,0
Match 31,76:57,On Target,Seityasen Singh,NorthEast United FC,Mumbai City FC,7.81,41.12,11.48,42.59,-1,Not from Cross,1,0,0
Match 31,77:20,On Target,Katsumi Yusa,NorthEast United FC,Mumbai City FC,9.28,42.1,15.87,44.06,-1,Not from Cross,1,0,0
Match 31,77:46,On Target,Seityasen Singh,NorthEast United FC,Mumbai City FC,5.37,35.73,9.52,34.27,-1,Not from Cross,1,0,0
Match 31,79:26,Off Target,Matías Defederico,Mumbai City FC,NorthEast United FC,2.69,25.94,6.59,43.08,1,Not from Cross,1,0,0
Match 31,93:0,On Target,L'aihsanga Ralte,Mumbai City FC,NorthEast United FC,2.44,31.08,16.6,45.28,1,Not from Cross,1,0,0
Match 32,7:41,Off Target,Dramane Traore,FC Pune City,Atlético de Kolkata,0.49,39.16,23.69,43.08,0,Not from Cross,1,0,0
Match 32,8:20,Off Target,Hélder Postiga,Atlético de Kolkata,FC Pune City,3.66,32.31,32.97,22.27,0,Not from Cross,1,0,0
Match 32,18:58,On Target,Eduardo Ferreira,FC Pune City,Atlético de Kolkata,3.91,35.49,6.84,36.47,0,Not from Cross,1,0,0
Match 32,29:22,Off Target,Jonatan Lucca,FC Pune City,Atlético de Kolkata,1.95,26.19,27.59,40.14,0,Not from Cross,1,0,0
Match 32,40:59,Goal,Eduardo Ferreira,FC Pune City,Atlético de Kolkata,1.95,31.57,6.35,35.49,1,Not from Cross,1,0,0
Match 32,41:21,On Target,Eduardo Ferreira,FC Pune City,Atlético de Kolkata,1.47,31.57,7.08,36.47,1,Not from Cross,1,0,0
Match 32,56:6,On Target,Anibal Rodriguez,FC Pune City,Atlético de Kolkata,4.15,35.0,14.41,37.45,1,Not from Cross,1,0,0
Match 32,65:52,Off Target,Lenny Rodrigues,FC Pune City,Atlético de Kolkata,3.91,44.06,32.23,25.45,2,Not from Cross,1,0,0
Match 32,66:19,On Target,Bidyananda Singh,Atlético de Kolkata,FC Pune City,3.42,39.41,6.59,44.79,-2,Not from Cross,1,0,0
Match 32,69:50,On Target,Iain Hume,Atlético de Kolkata,FC Pune City,2.44,35.24,13.92,32.55,-2,Not from Cross,1,0,0
Match 32,69:52,On Target,Iain Hume,Atlético de Kolkata,FC Pune City,0.73,31.57,7.81,33.29,-2,Not from Cross,1,0,0
Match 32,69:52,Goal,Iain Hume,Atlético de Kolkata,FC Pune City,1.47,31.82,7.57,32.55,-1,Not from Cross,1,0,0
Match 32,72:19,Off Target,Sameehg Doutie,Atlético de Kolkata,FC Pune City,0.73,39.41,15.14,32.31,-1,Directly from Cross,0,0,1
Match 32,72:57,On Target,Hélder Postiga,Atlético de Kolkata,FC Pune City,2.93,33.53,25.88,23.99,-1,Not from Cross,1,0,0
Match 32,81:36,Off Target,Anibal Rodriguez,FC Pune City,Atlético de Kolkata,6.59,43.08,36.38,21.05,1,Not from Cross,1,0,0
Match 32,90:0,Off Target,Borja Fernández,Atlético de Kolkata,FC Pune City,0.49,28.39,16.36,44.79,-1,Not from Cross,1,0,0
Match 33,9:30,On Target,Rafael Luiz,FC Goa,Kerala Blasters FC,2.0,32.0,8.0,27.0,0,Not from Cross,1,0,0
Match 33,9:30,Goal,Rafael Luiz,FC Goa,Kerala Blasters FC,2.0,33.0,9.0,28.0,1,Not from Cross,1,0,0
Match 33,13:30,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,4.0,32.0,12.0,37.0,-1,Not from Cross,1,0,0
Match 33,17:43,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,4.0,43.0,11.0,38.0,-1,Not from Cross,1,0,0
Match 33,18:30,Off Target,R'harlyson Felisbino,FC Goa,Kerala Blasters FC,1.0,26.0,30.0,35.0,1,Not from Cross,1,0,0
Match 33,24:16,On Target,Mohammed Rafique,Kerala Blasters FC,FC Goa,5.0,33.0,7.0,25.0,-1,Not from Cross,1,0,0
Match 33,38:27,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,4.0,31.0,15.0,30.0,-1,Not from Cross,1,0,0
Match 33,47:0,Off Target,Josu Currais,Kerala Blasters FC,FC Goa,3.0,29.0,30.0,25.0,-1,Not from Cross,1,0,0
Match 33,46:31,On Target,Mohammed Rafique,Kerala Blasters FC,FC Goa,99.0,39.0,93.0,42.0,-1,Not from Cross,1,0,0
Match 33,48:35,On Target,Kervens Belfort,Kerala Blasters FC,FC Goa,103.0,40.0,92.0,38.0,-1,Not from Cross,1,0,0
Match 33,50:25,Off Target,R'harlyson Felisbino,FC Goa,Kerala Blasters FC,100.0,39.0,84.0,57.0,0,Not from Cross,1,0,0
Match 33,54:12,Off Target,Didier Kadio,Kerala Blasters FC,FC Goa,105.0,41.0,76.0,44.0,0,Not from Cross,1,0,0
Match 33,55:39,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,104.0,31.0,94.0,31.0,0,Not from Cross,1,0,0
Match 33,70:9,Off Target,Mohammed Rafi,Kerala Blasters FC,FC Goa,0.0,27.0,11.0,33.0,0,Not from Cross,1,0,0
Match 33,71:46,On Target,Mohammed Rafique,Kerala Blasters FC,FC Goa,9.0,26.0,13.0,23.0,0,Not from Cross,1,0,0
Match 33,76:17,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,1.0,29.0,27.0,32.0,0,Not from Cross,1,0,0
Match 33,80:4,On Target,Josu Currais,Kerala Blasters FC,FC Goa,1.0,32.0,30.0,31.0,0,Not from Cross,1,0,0
Match 33,87:11,On Target,Antonio German,Kerala Blasters FC,FC Goa,2.0,31.0,27.0,19.0,0,Not from Cross,1,0,0
Match 33,90:0,Off Target,Kervens Belfort,Kerala Blasters FC,FC Goa,1.0,28.0,17.0,39.0,0,Directly from Cross,0,0,1
Match 33,92:0,Off Target,Antonio German,Kerala Blasters FC,FC Goa,0.0,38.0,24.0,42.0,0,Not from Cross,1,0,0
Match 33,94:0,On Target,Kervens Belfort,Kerala Blasters FC,FC Goa,3.0,31.0,16.0,32.0,0,Directly from Cross,0,0,1
Match 33,98:0,On Target,CK Vineeth,Kerala Blasters FC,FC Goa,1.0,35.0,7.0,32.0,0,Directly from Cross,0,0,1
Match 33,98:0,Goal,CK Vineeth,Kerala Blasters FC,FC Goa,1.0,35.0,6.0,33.0,1,Directly from Cross,0,0,1
Match 34,13:50,On Target,Raphael Augusto,Chennaiyin FC,Delhi Dynamos FC,3.0,32.0,25.0,39.0,0,Not from Cross,1,0,0
Match 34,15:57,On Target,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,8.0,37.0,21.0,41.0,0,Not from Cross,1,0,0
Match 34,15:59,Goal,Richard Gadze,Delhi Dynamos FC,Chennaiyin FC,5.0,40.0,14.0,43.0,1,Not from Cross,1,0,0
Match 34,15:59,On Target,Richard Gadze,Delhi Dynamos FC,Chennaiyin FC,6.0,40.0,12.0,45.0,1,Not from Cross,1,0,0
Match 34,22:36,Off Target,MacPherlin Omagbemi,Chennaiyin FC,Delhi Dynamos FC,3.0,25.0,24.0,19.0,-1,Not from Cross,1,0,0
Match 34,24:13,On Target,Richard Gadze,Delhi Dynamos FC,Chennaiyin FC,8.0,39.0,25.0,40.0,1,Not from Cross,1,0,0
Match 34,25:48,On Target,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,7.0,39.0,24.0,41.0,1,Not from Cross,1,0,0
Match 34,25:48,Goal,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,5.0,40.0,24.0,41.0,2,Not from Cross,1,0,0
Match 34,27:11,Off Target,Jerry L'rinzuala,Chennaiyin FC,Delhi Dynamos FC,2.0,27.0,24.0,39.0,-2,Not from Cross,1,0,0
Match 34,37:30,On Target,Bernard Mendy,Chennaiyin FC,Delhi Dynamos FC,2.0,30.0,15.0,25.0,-2,Not from Cross,1,0,0
Match 34,37:30,Goal,Bernard Mendy,Chennaiyin FC,Delhi Dynamos FC,3.0,30.0,16.0,24.0,-1,Not from Cross,1,0,0
Match 34,43:31,Off Target,Hans Mulder,Chennaiyin FC,Delhi Dynamos FC,3.0,35.0,10.0,36.0,-1,Not from Cross,1,0,0
Match 34,46:52,Off Target,Jeje Lalpekhlua,Chennaiyin FC,Delhi Dynamos FC,6.0,45.0,26.0,27.0,-1,Not from Cross,1,0,0
Match 34,48:2,Off Target,Baljit Sahni,Chennaiyin FC,Delhi Dynamos FC,5.0,31.0,15.0,50.0,-1,Not from Cross,1,0,0
Match 34,53:47,On Target,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,4.0,35.0,24.0,30.0,1,Not from Cross,1,0,0
Match 34,54:30,On Target,Kean Lewis,Delhi Dynamos FC,Chennaiyin FC,2.0,30.0,14.0,42.0,1,Not from Cross,1,0,0
Match 34,54:30,Goal,Kean Lewis,Delhi Dynamos FC,Chennaiyin FC,3.0,31.0,14.0,41.0,2,Not from Cross,1,0,0
Match 34,57:41,Off Target,Richard Gadze,Delhi Dynamos FC,Chennaiyin FC,2.0,39.0,5.0,25.0,2,Directly from Cross,0,0,1
Match 34,63:18,On Target,Badara Badji,Delhi Dynamos FC,Chennaiyin FC,3.0,36.0,18.0,34.0,2,Not from Cross,1,0,0
Match 34,69:0,Off Target,Hans Mulder,Chennaiyin FC,Delhi Dynamos FC,6.0,31.0,28.0,29.0,-2,Not from Cross,1,0,0
Match 34,70:39,Off Target,Jeje Lalpekhlua,Chennaiyin FC,Delhi Dynamos FC,5.0,34.0,16.0,28.0,-2,Not from Cross,1,0,0
Match 34,77:14,Off Target,Marcelo Pereira,Delhi Dynamos FC,Chennaiyin FC,2.0,45.0,10.0,33.0,2,Directly from Cross,0,0,1
Match 34,85:13,On Target,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,2.0,35.0,6.0,36.0,2,Not from Cross,1,0,0
Match 34,85:13,Goal,Florent Malouda,Delhi Dynamos FC,Chennaiyin FC,2.0,35.0,7.0,35.0,3,Not from Cross,1,0,0
Match 34,90:24,Off Target,Badara Badji,Delhi Dynamos FC,Chennaiyin FC,2.0,27.0,11.0,24.0,3,Not from Cross,1,0,0
Match 34,90:50,Off Target,Davide Succi,Chennaiyin FC,Delhi Dynamos FC,5.0,32.0,27.0,30.0,-3,Not from Cross,1,0,0
Match 34,91:0,On Target,Marcelo Pereira,Delhi Dynamos FC,Chennaiyin FC,3.0,35.0,8.0,45.0,3,Not from Cross,1,0,0
Match 34,92:0,On Target,Uttam Rai,Chennaiyin FC,Delhi Dynamos FC,9.0,38.0,30.0,41.0,-3,Not from Cross,1,0,0
Match 34,93:0,Off Target,Uttam Rai,Chennaiyin FC,Delhi Dynamos FC,6.0,43.0,20.0,42.0,-3,Directly from Cross,0,0,1
Match 35,7:5,On Target,Anibal Rodriguez,FC Pune City,Mumbai City FC,7.33,39.41,26.62,44.79,0,Not from Cross,1,0,0
Match 35,12:20,Off Target,Sehnaj Singh,Mumbai City FC,FC Pune City,2.2,25.94,21.73,24.48,0,Not from Cross,1,0,0
Match 35,15:35,Off Target,Lenny Rodrigues,FC Pune City,Mumbai City FC,4.64,32.31,28.08,44.06,0,Not from Cross,1,0,0
Match 35,35:13,On Target,Matías Defederico,Mumbai City FC,FC Pune City,4.15,32.06,17.09,10.28,0,Not from Cross,1,0,0
Match 35,49:6,Off Target,Aiborlang Khongjee,Mumbai City FC,FC Pune City,4.88,31.08,27.59,28.88,0,Not from Cross,1,0,0
Match 35,56:3,Off Target,Lucian Goian,Mumbai City FC,FC Pune City,5.62,32.06,9.28,30.1,0,Not from Cross,1,0,0
Match 35,59:33,Off Target,Thiago Cunha,Mumbai City FC,FC Pune City,5.13,44.55,12.21,46.99,0,Not from Cross,1,0,0
Match 35,63:6,Off Target,Krisztián Vadócz,Mumbai City FC,FC Pune City,5.37,48.71,14.16,39.9,0,Directly from Cross,0,0,1
Match 35,75:44,On Target,Diego Forlán,Mumbai City FC,FC Pune City,5.86,35.49,25.88,51.64,0,Not from Cross,1,0,0
Match 35,83:51,On Target,Jonatan Lucca,FC Pune City,Mumbai City FC,3.42,35.73,21.24,44.06,0,Not from Cross,1,0,0
Match 35,85:20,On Target,Diego Forlán,Mumbai City FC,FC Pune City,7.08,33.29,16.85,28.39,0,Not from Cross,1,0,0
Match 35,87:3,Off Target,Jesus Tato,FC Pune City,Mumbai City FC,2.44,38.67,10.5,27.41,0,Not from Cross,1,0,0
Match 35,89:20,On Target,Eugeneson Lyngdoh,FC Pune City,Mumbai City FC,3.17,31.57,10.01,27.66,0,Not from Cross,1,0,0
Match 35,89:20,Goal,Eugeneson Lyngdoh,FC Pune City,Mumbai City FC,2.44,33.04,8.3,29.13,1,Not from Cross,1,0,0
Match 35,90:46,Off Target,Sehnaj Singh,Mumbai City FC,FC Pune City,5.86,45.28,27.59,25.45,-1,Not from Cross,1,0,0
Match 36,3:32,On Target,Mailson Alves,NorthEast United FC,FC Goa,6.35,37.2,10.99,37.94,0,Not from Cross,1,0,0
Match 36,5:13,Off Target,Romeo Fernandes,FC Goa,NorthEast United FC,1.71,38.18,14.41,29.13,0,Not from Cross,1,0,0
Match 36,15:16,On Target,Katsumi Yusa,NorthEast United FC,FC Goa,8.06,38.43,36.14,41.36,0,Not from Cross,1,0,0
Match 36,15:54,On Target,Rowllin Borges,NorthEast United FC,FC Goa,6.35,38.18,12.94,36.71,0,Not from Cross,1,0,0
Match 36,32:27,Off Target,Robin Singh,FC Goa,NorthEast United FC,1.47,38.92,16.12,41.36,0,Not from Cross,1,0,0
Match 36,36:15,On Target,Rafael Luiz,FC Goa,NorthEast United FC,5.86,32.06,26.37,23.5,0,Not from Cross,1,0,0
Match 36,38:43,Off Target,Gustavo Lazzaretti,NorthEast United FC,FC Goa,3.91,41.85,10.5,35.0,0,Not from Cross,1,0,0
Match 36,38:56,Off Target,Mailson Alves,NorthEast United FC,FC Goa,4.15,37.94,10.5,36.47,0,Not from Cross,1,0,0
Match 36,40:8,On Target,Robert Cullen,NorthEast United FC,FC Goa,6.84,37.69,15.87,53.36,0,Indirectly from Cross,0,1,0
Match 36,41:58,Off Target,Nicolas Velez,NorthEast United FC,FC Goa,3.17,41.12,16.36,34.51,0,Not from Cross,1,0,0
Match 36,48:47,Off Target,Robert Cullen,NorthEast United FC,FC Goa,1.47,22.76,25.88,37.2,0,Not from Cross,1,0,0
Match 36,50:18,On Target,Seityasen Singh,NorthEast United FC,FC Goa,0.24,33.29,11.48,21.29,0,Not from Cross,1,0,0
Match 36,50:18,Goal,Seityasen Singh,NorthEast United FC,FC Goa,1.47,33.04,9.52,21.29,1,Not from Cross,1,0,0
Match 36,60:30,Off Target,Nicolas Velez,NorthEast United FC,FC Goa,0.0,37.69,26.86,36.96,1,Not from Cross,1,0,0
Match 36,62:43,Off Target,Rowllin Borges,NorthEast United FC,FC Goa,2.2,26.68,13.43,26.92,1,Not from Cross,1,0,0
Match 36,62:53,On Target,Robin Singh,FC Goa,NorthEast United FC,3.91,36.71,11.72,35.73,-1,Not from Cross,1,0,0
Match 36,62:53,Goal,Robin Singh,FC Goa,NorthEast United FC,4.64,37.2,11.72,35.73,0,Not from Cross,1,0,0
Match 36,68:22,On Target,Nicolas Velez,NorthEast United FC,FC Goa,2.2,30.84,9.03,26.43,0,Not from Cross,1,0,0
Match 36,70:5,On Target,Rowllin Borges,NorthEast United FC,FC Goa,3.42,32.06,14.9,32.06,0,Directly from Cross,0,0,1
Match 36,81:30,On Target,Koffi N'dri,NorthEast United FC,FC Goa,2.69,32.06,22.22,30.84,0,Not from Cross,1,0,0
Match 36,90:0,On Target,Koffi N'dri,NorthEast United FC,FC Goa,2.69,32.8,17.58,31.82,0,Not from Cross,1,0,0
Match 36,93:0,On Target,Romeo Fernandes,FC Goa,NorthEast United FC,4.88,35.98,11.48,31.08,0,Not from Cross,1,0,0
Match 36,93:0,Goal,Romeo Fernandes,FC Goa,NorthEast United FC,4.88,35.98,11.48,31.08,1,Not from Cross,1,0,0
Match 37,2:12,On Target,Jeje Lalpekhlua,Chennaiyin FC,Kerala Blasters FC,5.0,32.0,15.0,32.0,0,Not from Cross,1,0,0
Match 37,6:21,Off Target,Raphael Augusto,Chennaiyin FC,Kerala Blasters FC,1.0,27.0,25.0,40.0,0,Not from Cross,1,0,0
Match 37,7:4,Off Target,Eli Sabiá,Chennaiyin FC,Kerala Blasters FC,2.0,27.0,10.0,30.0,0,Not from Cross,1,0,0
Match 37,8:49,Off Target,Jayesh Rane,Chennaiyin FC,Kerala Blasters FC,2.0,25.0,17.0,28.0,0,Not from Cross,1,0,0
Match 37,22:37,On Target,Bernard Mendy,Chennaiyin FC,Kerala Blasters FC,1.0,31.0,11.0,39.0,0,Not from Cross,1,0,0
Match 37,22:37,Goal,Bernard Mendy,Chennaiyin FC,Kerala Blasters FC,1.0,31.0,11.0,39.0,1,Not from Cross,1,0,0
Match 37,30:54,Off Target,MacPherlin Omagbemi,Chennaiyin FC,Kerala Blasters FC,1.0,38.0,7.0,37.0,1,Not from Cross,1,0,0
Match 37,40:31,Off Target,Josu Currais,Kerala Blasters FC,Chennaiyin FC,4.0,39.0,6.0,7.0,-1,Not from Cross,1,0,0
Match 37,45:21,Off Target,MacPherlin Omagbemi,Chennaiyin FC,Kerala Blasters FC,2.0,38.0,7.0,27.0,1,Not from Cross,1,0,0
Match 37,51:3,On Target,Didier Kadio,Kerala Blasters FC,Chennaiyin FC,2.0,31.0,11.0,26.0,-1,Not from Cross,1,0,0
Match 37,53:17,Off Target,Pratik Chaudhari,Kerala Blasters FC,Chennaiyin FC,2.0,26.0,16.0,27.0,-1,Not from Cross,1,0,0
Match 37,60:56,On Target,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,3.0,36.0,13.0,51.0,-1,Not from Cross,1,0,0
Match 37,65:30,Off Target,Didier Kadio,Kerala Blasters FC,Chennaiyin FC,2.0,27.0,22.0,50.0,-1,Not from Cross,1,0,0
Match 37,66:59,On Target,Didier Kadio,Kerala Blasters FC,Chennaiyin FC,1.0,33.0,7.0,33.0,-1,Not from Cross,1,0,0
Match 37,67:3,Goal,Didier Kadio,Kerala Blasters FC,Chennaiyin FC,1.0,33.0,7.0,33.0,0,Not from Cross,1,0,0
Match 37,80:16,On Target,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,3.0,30.0,10.0,29.0,0,Not from Cross,1,0,0
Match 37,82:38,On Target,MacPherlin Omagbemi,Chennaiyin FC,Kerala Blasters FC,10.0,43.0,17.0,48.0,0,Not from Cross,1,0,0
Match 37,83:55,Off Target,Zakeer Mundampara,Chennaiyin FC,Kerala Blasters FC,6.0,30.0,30.0,40.0,0,Directly from Cross,0,0,1
Match 37,85:43,On Target,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,1.0,35.0,9.0,21.0,0,Indirectly from Cross,0,1,0
Match 37,85:43,Goal,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,1.0,34.0,9.0,23.0,1,Indirectly from Cross,0,1,0
Match 37,89:19,On Target,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,1.0,29.0,21.0,20.0,1,Not from Cross,1,0,0
Match 37,89:19,Goal,CK Vineeth,Kerala Blasters FC,Chennaiyin FC,1.0,30.0,22.0,20.0,2,Not from Cross,1,0,0
Match 37,92:0,On Target,Jayesh Rane,Chennaiyin FC,Kerala Blasters FC,8.0,37.0,30.0,27.0,-2,Not from Cross,1,0,0
Match 38,4:56,Off Target,Borja Fernández,Atlético de Kolkata,Delhi Dynamos FC,0.49,31.57,24.66,30.1,0,Not from Cross,1,0,0
Match 38,17:34,On Target,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,1.47,30.59,20.76,28.64,0,Not from Cross,1,0,0
Match 38,17:34,Goal,Iain Hume,Atlético de Kolkata,Delhi Dynamos FC,0.73,30.1,20.76,29.37,1,Not from Cross,1,0,0
Match 38,24:19,Off Target,Ibrahima Niasse,Delhi Dynamos FC,Atlético de Kolkata,5.37,31.82,10.26,33.78,-1,Not from Cross,1,0,0
Match 38,24:52,On Target,Sameehg Doutie,Atlético de Kolkata,Delhi Dynamos FC,2.93,32.31,13.92,31.57,1,Not from Cross,1,0,0
Match 38,31:27,Off Target,Hélder Postiga,Atlético de Kolkata,Delhi Dynamos FC,1.22,37.2,12.21,21.54,1,Not from Cross,1,0,0
Match 38,34:20,Off Target,Hélder Postiga,Atlético de Kolkata,Delhi Dynamos FC,1.95,37.69,6.84,37.45,1,Indirectly from Cross,0,1,0
Match 38,46:0,Off Target,Florent Malouda,Delhi Dynamos FC,Atlético de Kolkata,4.4,33.29,31.26,45.77,-1,Not from Cross,1,0,0
Match 38,59:10,Off Target,David Addy,Delhi Dynamos FC,Atlético de Kolkata,0.98,37.69,31.5,23.99,-1,Not from Cross,1,0,0
Match 38,61:37,On Target,Florent Malouda,Delhi Dynamos FC,Atlético de Kolkata,2.69,30.59,12.7,32.55,-1,Not from Cross,1,0,0
Match 38,62:24,On Target,Javier Grande,Atlético de Kolkata,Delhi Dynamos FC,6.1,37.2,26.37,30.1,1,Not from Cross,1,0,0
Match 38,63:21,On Target,Milan Singh,Delhi Dynamos FC,Atlético de Kolkata,0.98,32.31,25.64,25.94,-1,Not from Cross,1,0,0
Match 38,63:21,Goal,Milan Singh,Delhi Dynamos FC,Atlético de Kolkata,1.22,32.55,24.66,26.68,0,Not from Cross,1,0,0
Match 38,71:47,On Target,Javier Grande,Atlético de Kolkata,Delhi Dynamos FC,4.64,39.16,31.01,42.34,0,Not from Cross,1,0,0
Match 38,72:2,Goal,Javier Grande,Atlético de Kolkata,Delhi Dynamos FC,4.64,39.16,31.01,42.34,1,Not from Cross,1,0,0
Match 38,73:8,Off Target,Marcelo Pereira,Delhi Dynamos FC,Atlético de Kolkata,2.69,25.45,48.35,44.79,-1,Not from Cross,1,0,0
Match 38,74:15,On Target,Florent Malouda,Delhi Dynamos FC,Atlético de Kolkata,0.98,30.1,12.94,35.98,-1,Not from Cross,1,0,0
